,state,pollster_id,pollster,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size_governor,population,population_full,methodology,office_type,ranked_choice_reallocated,answer,candidate_name,candidate_party,pct,president,sample_size_president,yes,no,alternate_answers
154,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,45.0,47.0,0.0
155,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1005.0,46.0,50.0,0.0
156,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,46.0,48.0,0.0
157,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,42.0,56.0,0.0
158,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,45.0,47.0,0.0
159,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,42.0,56.0,0.0
160,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,49.0,46.0,0.0
161,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,48.0,46.0,0.0
162,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,45.0,47.0,0.0
163,,916,Public Religion Research Institute,Public Religion Research Institute,428,Public Religion Research Institute,3.5,,,,Online,,,,,,,Joe Biden,2508.0,52.0,48.0,1.0
164,,1416,HarrisX,HarrisX,133,Harris Insights & Analytics,3.3,,,,Online,,,,,,,Joe Biden,935.0,48.0,43.0,9.0
165,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,42.0,56.0,0.0
166,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,40.0,49.0,11.0
167,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,40.0,49.0,11.0
168,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1246.0,43.0,51.0,6.0
169,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1246.0,43.0,51.0,6.0
170,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,45.0,47.0,0.0
171,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,1999.0,47.0,50.0,3.0
172,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,48.0,46.0,0.0
173,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,41.0,58.0,0.0
174,,1406,Global Strategy Group/GBAO/Navigator Research,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO (Navigator Research),2.5,,,,Online,,,,,,,Joe Biden,1000.0,46.0,51.0,3.0
175,,1360,AP-NORC,AP-NORC,397,AP-NORC,,,,,Live Phone/Online,,,,,,,Joe Biden,1099.0,50.0,49.0,1.0
176,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,45.0,47.0,0.0
177,,1575,Léger,Léger,572,Léger,2.5,,,,Online,,,,,,,Joe Biden,1001.0,46.0,52.0,2.0
178,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,40.0,58.0,0.0
179,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,46.0,47.0,0.0
180,,1205,Marist,Marist College,183,Marist College,4.0,,,,Live Phone,,,,,,,Joe Biden,1220.0,45.0,46.0,9.0
181,,1205,Marist,Marist College,183,Marist College,4.0,,,,Live Phone,,,,,,,Joe Biden,1029.0,46.0,46.0,8.0
182,,1416,HarrisX,HarrisX,133,Harris Insights & Analytics,3.3,,,,Online,,,,,,,Joe Biden,935.0,47.0,42.0,11.0
183,,1554,RMG Research,RMG Research,555,RMG Research,2.7,,,,IVR/Online/Text,,,,,,,Joe Biden,1200.0,45.0,48.0,6.0
184,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,47.0,49.0,0.0
185,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,46.0,46.0,0.0
186,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,46.0,46.0,0.0
187,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1005.0,44.0,51.0,0.0
188,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,42.0,56.0,0.0
189,,1302,Echelon Insights,Echelon Insights,407,Echelon Insights,2.5,,,,Online,,,,,,,Joe Biden,1005.0,50.0,48.0,2.0
190,,1302,Echelon Insights,Echelon Insights,407,Echelon Insights,2.5,,,,Online,,,,,,,Joe Biden,829.0,53.0,47.0,1.0
191,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,46.0,0.0
192,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,45.0,54.0,0.0
193,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,46.0,0.0
194,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,45.0,55.0,0.0
195,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,43.0,46.0,11.0
196,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,43.0,46.0,11.0
197,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1281.0,46.0,48.0,6.0
198,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1281.0,46.0,48.0,6.0
199,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,49.0,46.0,0.0
200,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,46.0,0.0
201,,1562,Redfield & Wilton Strategies,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,2.5,,,,Online,,,,,,,Joe Biden,1500.0,45.0,34.0,21.0
202,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,1998.0,47.0,50.0,3.0
203,,23,American Research Group,American Research Group,9,American Research Group,2.3,,,,Live Phone,,,,,,,Joe Biden,1100.0,50.0,46.0,4.0
204,,23,American Research Group,American Research Group,9,American Research Group,2.3,,,,Live Phone,,,,,,,Joe Biden,991.0,51.0,46.0,0.0
205,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,49.0,44.0,0.0
206,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,44.0,56.0,0.0
207,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,4400.0,46.0,48.0,0.0
208,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,3201.0,45.0,50.0,6.0
209,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,3201.0,45.0,50.0,6.0
210,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,46.0,0.0
211,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,43.0,56.0,0.0
212,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,46.0,0.0
213,,370,Pew,Pew Research Center,253,Pew Research Center,2.5,,,,Online,,,,,,,Joe Biden,10371.0,44.0,53.0,3.0
214,,1554,RMG Research,RMG Research,555,RMG Research,2.7,,,,IVR/Online/Text,,,,,,,Joe Biden,1200.0,48.0,48.0,4.0
215,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,49.0,46.0,0.0
216,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,46.0,46.0,0.0
217,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,46.0,46.0,0.0
218,,169,Gallup,Gallup,112,Gallup,3.3,,,,Live Phone,,,,,,,Joe Biden,1005.0,43.0,53.0,4.0
219,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1005.0,44.0,50.0,0.0
220,,1508,Harris Poll,Harris Poll,133,Harris Insights & Analytics,3.3,,,,Online,,,,,,,Joe Biden,1578.0,48.0,50.0,2.0
221,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,43.0,55.0,0.0
222,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,51.0,44.0,0.0
223,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,46.0,46.0,0.0
224,,1075,Marquette Law School,Marquette Law School,195,Marquette University Law School,3.5,,,,Live Phone,,,,,,,Joe Biden,1411.0,48.0,52.0,0.0
225,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,44.0,55.0,0.0
226,,590,Fox News,Fox News,103,Fox News/Beacon Research/Shaw & Co. Research,4.0,,,,Live Phone,,,,,,,Joe Biden,1002.0,50.0,49.0,1.0
227,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,46.0,46.0,0.0
228,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,44.0,48.0,8.0
229,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,44.0,48.0,8.0
230,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1252.0,46.0,49.0,5.0
231,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1252.0,46.0,49.0,5.0
232,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,44.0,55.0,0.0
233,,294,McLaughlin,McLaughlin & Associates,203,McLaughlin & Associates,1.5,,,,Online,,,,,,,Joe Biden,1000.0,47.0,52.0,1.0
234,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,46.0,0.0
235,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,49.0,45.0,0.0
236,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,1997.0,47.0,50.0,3.0
237,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,4400.0,48.0,46.0,0.0
238,,1575,Léger,Léger,572,Léger,2.5,,,,Online,,,,,,,Joe Biden,1002.0,48.0,50.0,3.0
239,,396,Quinnipiac,Quinnipiac University,267,Quinnipiac University,3.7,,,,Live Phone,,,,,,,Joe Biden,1210.0,42.0,50.0,9.0
240,,396,Quinnipiac,Quinnipiac University,267,Quinnipiac University,3.7,,,,Live Phone,,,,,,,Joe Biden,1079.0,44.0,50.0,7.0
241,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,45.0,53.0,0.0
242,,1406,Global Strategy Group/GBAO/Navigator Research,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO (Navigator Research),2.5,,,,Online,,,,,,,Joe Biden,995.0,49.0,49.0,2.0
243,,320,Monmouth U.,Monmouth University,215,Monmouth University,4.0,,,,Live Phone,,,,,,,Joe Biden,802.0,46.0,46.0,8.0
244,,320,Monmouth U.,Monmouth University,215,Monmouth University,4.0,,,,Live Phone,,,,,,,Joe Biden,747.0,47.0,46.0,7.0
245,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,46.0,0.0
246,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,16843.0,47.0,49.0,4.0
247,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,48.0,46.0,0.0
248,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,48.0,47.0,0.0
249,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,46.0,52.0,0.0
250,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,45.0,0.0
251,,1554,RMG Research,RMG Research,555,RMG Research,2.7,,,,IVR/Online/Text,,,,,,,Joe Biden,1200.0,47.0,48.0,6.0
252,,1416,HarrisX,HarrisX,133,Harris Insights & Analytics,3.3,,,,Online,,,,,,,Joe Biden,958.0,47.0,44.0,9.0
253,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,47.0,48.0,0.0
254,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,45.0,0.0
255,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,45.0,0.0
256,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1005.0,47.0,46.0,0.0
257,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1081.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,47.1,Joe Biden,1086.0,43.5,54.3,2.1
258,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1081.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,Youngkin,Glenn Youngkin,REP,49.4,Joe Biden,1086.0,43.5,54.3,2.1
259,New Jersey,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1085.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,Murphy,Philip Murphy,DEM,49.4,Joe Biden,1086.0,43.5,54.3,2.1
260,New Jersey,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1085.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,Ciattarelli,Jack M. Ciattarelli,REP,45.2,Joe Biden,1086.0,43.5,54.3,2.1
261,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1095.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,47.5,Joe Biden,1086.0,43.5,54.3,2.1
262,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1095.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,Youngkin,Glenn Youngkin,REP,48.4,Joe Biden,1086.0,43.5,54.3,2.1
263,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1074.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,46.6,Joe Biden,1086.0,43.5,54.3,2.1
264,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1074.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,Youngkin,Glenn Youngkin,REP,46.3,Joe Biden,1086.0,43.5,54.3,2.1
265,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1104.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,46.8,Joe Biden,1086.0,43.5,54.3,2.1
266,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1104.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,Youngkin,Glenn Youngkin,REP,45.0,Joe Biden,1086.0,43.5,54.3,2.1
267,,1416,HarrisX,HarrisX,133,Harris Insights & Analytics,3.3,,,,Online,,,,,,,Joe Biden,1803.0,55.0,45.0,0.0
268,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,46.0,52.0,0.0
269,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,2011.0,50.0,50.0,0.0
270,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,2011.0,50.0,50.0,0.0
271,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,45.0,0.0
272,,1302,Echelon Insights,Echelon Insights,407,Echelon Insights,2.5,,,,Online,,,,,,,Joe Biden,1000.0,48.0,46.0,6.0
273,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,46.0,52.0,0.0
274,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,18732.0,47.0,49.0,4.0
275,,552,Winston,The Winston Group,385,The Winston Group,3.5,,,,Online,,,,,,,Joe Biden,1000.0,46.0,44.0,9.0
276,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,45.0,0.0
277,,379,POS,Public Opinion Strategies,260,Public Opinion Strategies,3.7,,,,Live Phone,,,,,,,Joe Biden,800.0,48.0,50.0,0.0
278,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,46.0,53.0,0.0
279,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,39.0,50.0,12.0
280,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,39.0,50.0,12.0
281,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1264.0,43.0,52.0,6.0
282,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1264.0,43.0,52.0,6.0
283,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,46.0,45.0,0.0
284,,1361,SSRS,CNN/SSRS,297,SSRS,2.0,,,,Live Phone/Online,,,,,,,Joe Biden,2119.0,52.0,48.0,0.0
285,,1361,SSRS,CNN/SSRS,297,SSRS,2.0,,,,Live Phone/Online,,,,,,,Joe Biden,1838.0,50.0,50.0,0.0
286,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,17494.0,47.0,49.0,0.0
287,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,47.0,52.0,0.0
288,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,50.0,44.0,0.0
289,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,48.0,46.0,0.0
290,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,46.0,45.0,0.0
291,,1562,Redfield & Wilton Strategies,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,2.5,,,,Online,,,,,,,Joe Biden,1500.0,46.0,36.0,18.0
292,,1554,RMG Research,RMG Research,555,RMG Research,2.7,,,,IVR/Online/Text,,,,,,,Joe Biden,1200.0,42.0,52.0,5.0
293,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,46.0,52.0,0.0
294,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,45.0,0.0
295,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,45.0,0.0
296,,228,IBD/TIPP,IBD/TIPP,144,IBD/TIPP,4.3,,,,Online,,,,,,,Joe Biden,1305.0,44.0,43.0,13.0
297,,228,IBD/TIPP,IBD/TIPP,144,IBD/TIPP,4.3,,,,Online,,,,,,,Joe Biden,1044.0,47.0,45.0,8.0
298,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,45.0,0.0
299,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1005.0,46.0,48.0,0.0
300,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,44.0,54.0,0.0
301,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,49.0,46.0,0.0
302,Virginia,1365,Change Research,Change Research,48,Change Research,2.7,1334.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,47.0,Joe Biden,1775.0,46.0,54.0,0.0
303,Virginia,1365,Change Research,Change Research,48,Change Research,2.7,1334.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,44.0,Joe Biden,1775.0,46.0,54.0,0.0
304,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,47.0,45.0,0.0
305,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,7988.0,49.0,48.0,3.0
306,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,42.0,56.0,0.0
307,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1605.0,44.0,49.0,8.0
308,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1605.0,44.0,49.0,8.0
309,,1102,Emerson College Polling Society,Emerson College,88,Emerson College,3.7,,,,IVR/Online/Text,,,,,,,Joe Biden,1200.0,45.8,46.9,7.2
310,,11,ABC,ABC News/The Washington Post,3,ABC News/The Washington Post,4.3,,,,Live Phone,,,,,,,Joe Biden,1006.0,44.0,51.0,5.0
311,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,48.0,45.0,0.0
312,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,42.0,56.0,0.0
313,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,45.0,44.0,10.0
314,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,45.0,44.0,10.0
315,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1262.0,47.0,46.0,7.0
316,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1262.0,47.0,46.0,7.0
317,,1205,Marist,Marist College,183,Marist College,4.0,,,,Live Phone,,,,,,,Joe Biden,1241.0,43.0,51.0,7.0
